556.640625	3935.546875
556.640625	3935.546875
556.640625	3935.546875
556.640625	3935.546875
595.703125	3925.781250
761.718750	3759.765625
1054.687500	3457.031250
1347.656250	3183.593750
1425.781250	3134.765625
1425.781250	3134.765625
1435.546875	3134.765625
1435.546875	3154.296875
1435.546875	3222.656250
1445.312500	3251.953125
1445.312500	3349.609375
1474.609375	3466.796875
1523.437500	3525.390625
1542.968750	3554.687500
1542.968750	3554.687500
1533.203125	3632.812500
1376.953125	4082.031250
1171.875000	4414.062500
1074.218750	4541.015625
1064.453125	4580.078125
1074.218750	4580.078125
996.093750	4599.609375
869.140625	4667.968750
576.171875	4707.031250
341.796875	4716.796875
244.140625	4726.562500
244.140625	4726.562500
244.140625	4726.562500
312.500000	4550.781250
419.921875	4140.625000
537.109375	3955.078125
556.640625	3955.078125
527.343750	3964.843750
527.343750	3955.078125
537.109375	3945.312500
537.109375	3955.078125
537.109375	3945.312500
537.109375	3955.078125
