585.937500	3906.250000
585.937500	3916.015625
585.937500	3916.015625
585.937500	3906.250000
585.937500	3916.015625
585.937500	3916.015625
595.703125	3916.015625
634.765625	3896.484375
703.125000	3818.359375
908.203125	3632.812500
1103.515625	3427.734375
1386.718750	3173.828125
1464.843750	3105.468750
1464.843750	3105.468750
1464.843750	3105.468750
1464.843750	3105.468750
1464.843750	3105.468750
1464.843750	3164.062500
1464.843750	3232.421875
1494.140625	3437.500000
1542.968750	3515.625000
1542.968750	3525.390625
1542.968750	3525.390625
1542.968750	3525.390625
1542.968750	3564.453125
1445.312500	3935.546875
1289.062500	4248.046875
1103.515625	4492.187500
1083.984375	4550.781250
1074.218750	4560.546875
976.562500	4599.609375
810.546875	4648.437500
693.359375	4677.734375
615.234375	4687.500000
429.687500	4697.265625
322.265625	4716.796875
273.437500	4707.031250
273.437500	4716.796875
273.437500	4677.734375
312.500000	4531.250000
332.031250	4453.125000
400.390625	4218.750000
478.515625	4082.031250
576.171875	3935.546875
585.937500	3925.781250
585.937500	3916.015625
556.640625	3916.015625
556.640625	3906.250000
556.640625	3916.015625
556.640625	3906.250000
556.640625	3916.015625
556.640625	3906.250000
